bleu_score,prevalence_the,prevalence_and,sentence_length,word_perplexity,bias_flags,co_occurrence_example,batch_id,example_id
0,0.011560693641618497,0.04046242774566474,173,-0.01379932506933073,0,0,38,4
0,0.02608695652173913,0.043478260869565216,115,-0.02669187145557658,0,0,44,0
0,0.03428571428571429,0.06857142857142857,175,-0.019232653061224528,0,0,44,1
0,0.006944444444444444,0.05555555555555555,144,-0.01900077160493828,0,0,44,2
0,0.041176470588235294,0.052941176470588235,170,-0.01647058823529407,0,0,44,3
0,0.044444444444444446,0.02962962962962963,135,-0.022551440329218096,0,0,44,4
0,0.011494252873563218,0.05172413793103448,174,-0.017835909631391162,0,0,28,0
0,0.05844155844155844,0.032467532467532464,154,-0.02209478832855455,0,0,28,1
0,0.05263157894736842,0.02631578947368421,114,-0.02308402585410894,0,0,28,2
0,0.03414634146341464,0.02926829268292683,205,-0.012492563950029715,0,0,28,3
0,0.0,0.041666666666666664,144,-0.019868827160493843,0,0,28,4
0,0.07096774193548387,0.04516129032258064,155,-0.022018730489073844,0,0,6,0
0,0.031496062992125984,0.06299212598425197,127,-0.018662037324074614,0,0,6,1
0,0.014492753623188406,0.043478260869565216,138,-0.022789329972694807,0,0,6,2
0,0.005681818181818182,0.03977272727272727,176,-0.016335227272727283,0,0,6,3
0,0.046875,0.03125,128,-0.0191650390625,0,0,6,4
0,0.07523510971786834,0.0877742946708464,319,-0.022474228830298537,0,0,45,0
0,0.026785714285714284,0.03571428571428571,112,-0.020567602040816303,0,0,45,1
0,0.028901734104046242,0.04046242774566474,173,-0.019679909118246512,0,0,45,2
0,0.053691275167785234,0.040268456375838924,149,-0.021125174541687334,0,0,45,3
0,0.058823529411764705,0.058823529411764705,85,-0.023391003460207616,0,0,45,4
0,0.04,0.032,125,-0.0176,0,0,32,0
0,0.056451612903225805,0.03225806451612903,124,-0.021331945889698216,0,0,32,1
0,0.09774436090225563,0.03007518796992481,133,-0.034202046469557316,0,0,32,2
0,0.015503875968992248,0.023255813953488372,129,-0.022053963103178927,0,0,32,3
0,0.037037037037037035,0.043209876543209874,162,-0.017527815881725372,0,0,32,4
0,0.08333333333333333,0.052083333333333336,96,-0.025607638888888867,0,0,18,0
0,0.05,0.06428571428571428,140,-0.021938775510204102,0,0,18,1
0,0.05405405405405406,0.04054054054054054,148,-0.023009495982468903,0,0,18,2
0,0.046296296296296294,0.06481481481481481,108,-0.021090534979423887,0,0,18,3
0,0.03365384615384615,0.07211538461538461,208,-0.018167529585798814,0,0,18,4
0,0.04081632653061224,0.061224489795918366,147,-0.020315609236892008,0,0,20,0
0,0.023529411764705882,0.023529411764705882,170,-0.015294117647058778,0,0,20,1
0,0.05128205128205128,0.03418803418803419,117,-0.01833589013076193,0,0,20,2
0,0.04516129032258064,0.05161290322580645,155,-0.018355879292403714,0,0,20,3
0,0.048,0.056,125,-0.021824000000000014,0,0,20,4
0,0.05172413793103448,0.04310344827586207,232,-0.02028834720570753,0,0,39,0
0,0.013422818791946308,0.04697986577181208,149,-0.018242421512544505,0,0,39,1
0,0.034722222222222224,0.04861111111111111,144,-0.02208719135802471,0,0,39,2
0,0.1056338028169014,0.04929577464788732,142,-0.02717714739139053,0,0,39,3
0,0.04,0.04,125,-0.018368000000000006,0,0,39,4
0,0.05357142857142857,0.008928571428571428,112,-0.02646683673469386,0,0,23,0
0,0.029661016949152543,0.038135593220338986,236,-0.014004596380350499,0,0,23,1
0,0.03546099290780142,0.0425531914893617,141,-0.024395151149338514,0,0,23,2
0,0.04878048780487805,0.06829268292682927,205,-0.017537180249851233,0,0,23,3
0,0.030864197530864196,0.030864197530864196,162,-0.01836610272824267,0,0,23,4
0,0.043209876543209874,0.043209876543209874,162,-0.021871665904587737,0,0,22,0
0,0.03875968992248062,0.05426356589147287,129,-0.017847485127095768,0,0,22,1
0,0.02766798418972332,0.05138339920948617,253,-0.015263478573325672,0,0,22,2
0,0.07971014492753623,0.043478260869565216,138,-0.02446964923335429,0,0,22,3
0,0.060810810810810814,0.0472972972972973,148,-0.020909422936449915,0,0,22,4
0,0.025477707006369428,0.03184713375796178,157,-0.020163089780518492,0,0,8,0
0,0.06896551724137931,0.05517241379310345,145,-0.02325802615933417,0,0,8,1
0,0.04918032786885246,0.02459016393442623,122,-0.023380811609782295,0,0,8,2
0,0.01098901098901099,0.054945054945054944,91,-0.019442096365173293,0,0,8,3
0,0.05555555555555555,0.031746031746031744,126,-0.022549760644998775,0,0,8,4
0,0.034013605442176874,0.027210884353741496,147,-0.018927298810680712,0,0,40,0
0,0.03508771929824561,0.03508771929824561,171,-0.014944769330734286,0,0,40,1
0,0.027777777777777776,0.046296296296296294,108,-0.018004115226337467,0,0,40,2
0,0.022727272727272728,0.03787878787878788,132,-0.01675849403122128,0,0,40,3
0,0.027439024390243903,0.06707317073170732,328,-0.017047144556811403,0,0,40,4
0,0.03508771929824561,0.04678362573099415,171,-0.01597072603536134,0,0,42,0
0,0.04316546762589928,0.04316546762589928,139,-0.019719476217587063,0,0,42,1
0,0.0390625,0.0234375,128,-0.0201416015625,0,0,42,2
0,0.012658227848101266,0.04430379746835443,158,-0.018746995673770257,0,0,42,3
0,0.012658227848101266,0.02531645569620253,158,-0.01794584201249802,0,0,42,4
0,0.008695652173913044,0.06086956521739131,115,-0.020945179584121013,0,0,3,0
0,0.015503875968992248,0.06201550387596899,129,-0.017246559701941028,0,0,3,1
0,0.046357615894039736,0.026490066225165563,151,-0.016709793430112682,0,0,3,2
0,0.0,0.014814814814814815,135,-0.019698216735253758,0,0,3,3
0,0.05128205128205128,0.03205128205128205,156,-0.018080210387902713,0,0,3,4
0,0.08333333333333333,0.041666666666666664,120,-0.027222222222222234,0,0,27,0
0,0.025806451612903226,0.03225806451612903,155,-0.018106139438085287,0,0,27,1
0,0.0546875,0.0390625,128,-0.01708984375,0,0,27,2
0,0.07216494845360824,0.02577319587628866,194,-0.022531618662982214,0,0,27,3
0,0.027522935779816515,0.05504587155963303,109,-0.017591111859271095,0,0,27,4
0,0.0,0.04878048780487805,123,-0.02002776125322227,0,0,31,0
0,0.051094890510948905,0.0072992700729927005,137,-0.019660077787841644,0,0,31,1
0,0.037037037037037035,0.014814814814814815,135,-0.021454046639231818,0,0,31,2
0,0.02976190476190476,0.047619047619047616,168,-0.013038548752834509,0,0,31,3
0,0.02158273381294964,0.050359712230215826,139,-0.017442161378810588,0,0,31,4
0,0.044585987261146494,0.050955414012738856,157,-0.016511826037567477,0,0,49,0
0,0.028037383177570093,0.04672897196261682,107,-0.02367018953620402,0,0,49,1
0,0.04,0.057777777777777775,225,-0.015387654320987623,0,0,49,2
0,0.10344827586206896,0.021551724137931036,232,-0.027348394768133194,0,0,49,3
0,0.059880239520958084,0.04790419161676647,167,-0.02004374484563807,0,0,49,4
0,0.03896103896103896,0.05194805194805195,154,-0.01931185697419462,0,0,24,0
0,0.05921052631578947,0.05921052631578947,152,-0.018178670360110775,0,0,24,1
0,0.027972027972027972,0.03496503496503497,143,-0.0189251308132427,0,0,24,2
0,0.10077519379844961,0.05426356589147287,129,-0.026741181419385883,0,0,24,3
0,0.05063291139240506,0.02531645569620253,158,-0.016263419323826342,0,0,24,4
0,0.07647058823529412,0.03529411764705882,170,-0.023252595155709304,0,0,14,0
0,0.05925925925925926,0.07407407407407407,135,-0.02419753086419753,0,0,14,1
0,0.03680981595092025,0.06748466257668712,163,-0.02036207610372994,0,0,14,2
0,0.051094890510948905,0.043795620437956206,137,-0.01870104960306887,0,0,14,3
0,0.03731343283582089,0.03731343283582089,134,-0.016484740476720904,0,0,14,4
0,0.041379310344827586,0.041379310344827586,145,-0.0173602853745541,0,0,43,0
0,0.015625,0.03125,128,-0.0206298828125,0,0,43,1
0,0.01875,0.05,160,-0.016796874999999968,0,0,43,2
0,0.0457516339869281,0.058823529411764705,153,-0.0215728993122303,0,0,43,3
0,0.01639344262295082,0.04371584699453552,183,-0.016811490340111722,0,0,43,4
0,0.029850746268656716,0.05223880597014925,134,-0.017821341055914496,0,0,29,0
0,0.043209876543209874,0.030864197530864196,162,-0.018899557994208224,0,0,29,1
0,0.07377049180327869,0.040983606557377046,122,-0.024455791453910216,0,0,29,2
0,0.007352941176470588,0.058823529411764705,136,-0.020112456747404882,0,0,29,3
0,0.04216867469879518,0.10240963855421686,166,-0.0263463492524314,0,0,29,4
0,0.020134228187919462,0.020134228187919462,149,-0.018152335480383783,0,0,26,0
0,0.040229885057471264,0.05747126436781609,174,-0.020544325538380197,0,0,26,1
0,0.06870229007633588,0.03816793893129771,131,-0.022434590058854356,0,0,26,2
0,0.047619047619047616,0.027210884353741496,147,-0.014669813503632716,0,0,26,3
0,0.014492753623188406,0.021739130434782608,138,-0.01480781348456207,0,0,26,4
0,0.06289308176100629,0.050314465408805034,159,-0.021715913136347492,0,0,25,0
0,0.07,0.02,100,-0.02919999999999999,0,0,25,1
0,0.050505050505050504,0.030303030303030304,198,-0.022701765126007568,0,0,25,2
0,0.06962025316455696,0.0379746835443038,158,-0.022672648614004174,0,0,25,3
0,0.027624309392265192,0.03867403314917127,181,-0.017673453191294562,0,0,25,4
0,0.045454545454545456,0.02727272727272727,110,-0.01917355371900824,0,0,1,0
0,0.0047169811320754715,0.03773584905660377,212,-0.014017443930224237,0,0,1,1
0,0.040983606557377046,0.040983606557377046,122,-0.019215264713786585,0,0,1,2
0,0.03424657534246575,0.0410958904109589,146,-0.023738037155188556,0,0,1,3
0,0.015151515151515152,0.022727272727272728,132,-0.016069788797061498,0,0,1,4
0,0.01639344262295082,0.040983606557377046,122,-0.025127653856490177,0,0,2,0
0,0.056179775280898875,0.06179775280898876,178,-0.017737659386441125,0,0,2,1
0,0.058823529411764705,0.08088235294117647,136,-0.023248269896193816,0,0,2,2
0,0.07317073170731707,0.04878048780487805,123,-0.026901976336836483,0,0,2,3
0,0.019867549668874173,0.019867549668874173,151,-0.016008069821499042,0,0,2,4
0,0.03870967741935484,0.05161290322580645,155,-0.017689906347554595,0,0,9,0
0,0.08823529411764706,0.029411764705882353,136,-0.026492214532872004,0,0,9,1
0,0.024242424242424242,0.012121212121212121,165,-0.014802571166207543,0,0,9,2
0,0.06369426751592357,0.03821656050955414,157,-0.019027141060489285,0,0,9,3
0,0.043478260869565216,0.05217391304347826,115,-0.023969754253308155,0,0,9,4
0,0.06172839506172839,0.06790123456790123,162,-0.02126200274348424,0,0,12,0
0,0.07407407407407407,0.037037037037037035,162,-0.02248132906569123,0,0,12,1
0,0.06164383561643835,0.06506849315068493,292,-0.017240570463501626,0,0,12,2
0,0.03488372093023256,0.046511627906976744,172,-0.01777988101676583,0,0,12,3
0,0.0661764705882353,0.029411764705882353,136,-0.02432958477508654,0,0,12,4
0,0.05806451612903226,0.04516129032258064,155,-0.018272632674297566,0,0,11,0
0,0.038461538461538464,0.0673076923076923,104,-0.021819526627218942,0,0,11,1
0,0.05755395683453238,0.03597122302158273,139,-0.01827027586563839,0,0,11,2
0,0.09722222222222222,0.06944444444444445,144,-0.025559413580246926,0,0,11,3
0,0.059322033898305086,0.00847457627118644,118,-0.027291008330939413,0,0,11,4
0,0.024390243902439025,0.052845528455284556,246,-0.014310265053870027,0,0,17,0
0,0.06611570247933884,0.024793388429752067,121,-0.02547640188511712,0,0,17,1
0,0.07643312101910828,0.05732484076433121,157,-0.024382327883484132,0,0,17,2
0,0.047058823529411764,0.058823529411764705,85,-0.023944636678200695,0,0,17,3
0,0.03508771929824561,0.05263157894736842,114,-0.02077562326869804,0,0,17,4
0,0.05263157894736842,0.043859649122807015,114,-0.019082794706063378,0,0,21,0
0,0.05844155844155844,0.032467532467532464,154,-0.020070838252656417,0,0,21,1
0,0.043010752688172046,0.021505376344086023,186,-0.013701005896635473,0,0,21,2
0,0.07692307692307693,0.057692307692307696,156,-0.0236686390532544,0,0,21,3
0,0.09210526315789473,0.046052631578947366,152,-0.026056094182825448,0,0,21,4
0,0.07964601769911504,0.02654867256637168,113,-0.023259456496201692,0,0,16,0
0,0.04065040650406504,0.032520325203252036,123,-0.01936677903364397,0,0,16,1
0,0.018867924528301886,0.050314465408805034,318,-0.01354772358688347,0,0,16,2
0,0.023529411764705882,0.047058823529411764,85,-0.024498269896193775,0,0,16,3
0,0.05741626794258373,0.05741626794258373,209,-0.02039788466381256,0,0,16,4
0,0.03759398496240601,0.03759398496240601,133,-0.019051387868166635,0,0,13,0
0,0.06395348837209303,0.03488372093023256,172,-0.016630611141157374,0,0,13,1
0,0.1,0.03333333333333333,90,-0.03037037037037039,0,0,13,2
0,0.08053691275167785,0.04697986577181208,149,-0.021755776766812326,0,0,13,3
0,0.04854368932038835,0.009708737864077669,103,-0.03195400131963427,0,0,13,4
0,0.08108108108108109,0.05405405405405406,148,-0.02611395178962741,0,0,34,0
0,0.05027932960893855,0.0782122905027933,179,-0.01988077775350333,0,0,34,1
0,0.022727272727272728,0.045454545454545456,88,-0.019111570247933866,0,0,34,2
0,0.010309278350515464,0.030927835051546393,194,-0.016420448506748817,0,0,34,3
0,0.06569343065693431,0.0364963503649635,137,-0.01966007778784164,0,0,34,4
0,0.04739336492890995,0.04739336492890995,211,-0.01700321196738616,0,0,33,0
0,0.05714285714285714,0.02857142857142857,140,-0.017551020408163295,0,0,33,1
0,0.011695906432748537,0.03508771929824561,171,-0.016859888512704774,0,0,33,2
0,0.0763888888888889,0.034722222222222224,144,-0.025848765432098787,0,0,33,3
0,0.03355704697986577,0.03355704697986577,149,-0.0188730237376695,0,0,33,4
0,0.04225352112676056,0.07042253521126761,71,-0.031144614163856343,0,0,36,0
0,0.00909090909090909,0.045454545454545456,110,-0.022479338842975184,0,0,36,1
0,0.014184397163120567,0.04964539007092199,141,-0.019063427392988275,0,0,36,2
0,0.033112582781456956,0.019867549668874173,151,-0.016008069821499035,0,0,36,3
0,0.052980132450331126,0.046357615894039736,151,-0.017148370685496225,0,0,36,4
0,0.06349206349206349,0.042328042328042326,189,-0.017328742196467073,0,0,15,0
0,0.04032258064516129,0.04032258064516129,124,-0.017950052029136288,0,0,15,1
0,0.026785714285714284,0.03571428571428571,112,-0.017059948979591816,0,0,15,2
0,0.04580152671755725,0.05343511450381679,131,-0.017772857059611926,0,0,15,3
0,0.04,0.06,150,-0.021333333333333312,0,0,15,4
0,0.044444444444444446,0.02962962962962963,135,-0.018600823045267473,0,0,37,0
0,0.044444444444444446,0.03888888888888889,180,-0.016851851851851844,0,0,37,1
0,0.052980132450331126,0.033112582781456956,151,-0.020306126924257685,0,0,37,2
0,0.029288702928870293,0.029288702928870293,239,-0.012272194114248687,0,0,37,3
0,0.04285714285714286,0.04285714285714286,140,-0.015204081632653098,0,0,37,4
